name,make,model,city,year,fueltype,kilometerdriven,ownernumber,transmission,bodytype,storename,isc24assured,registrationcity,registrationstate,benefits,discountprice,price,url,createdDate
Mahindra XUV500,Mahindra,Xuv500,Mumbai,2020,Diesel,20050,1,Automatic,SUV,Hi-Panvel,False,Panvel,Maharashtra,9688,185350,1669149,https://www.cars24.com/buy-used-mahindra-xuv500-2020-cars-mumbai-10301897742,2022-09-06
Hyundai Elite i20,Hyundai,Elite I20,New Delhi,2019,Petrol,33034,1,Manual,Hatchback,Hi-South Delhi,False,New Delhi,Delhi,13898,18100,644999,https://www.cars24.com/buy-used-hyundai-elite-i20-2019-cars-new-delhi-10013697722,2022-10-17
Hyundai Elite i20,Hyundai,Elite I20,Surat,2017,Petrol,59942,1,Manual,Hatchback,Surat-Pns,False,Valsad,Gujarat,9688,0,668399,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-surat-13523371796,2022-11-07
Tata Zest,Tata,Zest,Bangalore,2014,Petrol,50885,1,Manual,Sedan,Hi-South 1 Bengaluru,False,Bengaluru,Karnataka,13898,0,483899,https://www.cars24.com/buy-used-tata-zest-2014-cars-bangalore-10224299738,2022-11-16
Honda City,Honda,City,Coimbatore,2016,Petrol,62973,1,Manual,Sedan,Chennai-Pns,False,Chennai,Tamil Nadu,9688,35600,661999,https://www.cars24.com/buy-used-honda-city-2016-cars-coimbatore-11397794709,2022-09-11
Hyundai Grand i10,Hyundai,Grand I10,Noida,2014,Petrol,66283,1,Manual,Hatchback,Hi-Sector 52 Gurgaon,False,Ghaziabad,Uttar Pradesh,13898,9200,369499,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-noida-10175990778,2022-07-24
Tata Tiago,Tata,Tiago,Kochi,2017,Petrol,90474,1,Manual,Hatchback,Kochi-Pns,False,Kozhikkode,Kerala,13898,69300,395399,https://www.cars24.com/buy-used-tata-tiago-2017-cars-kochi-1301975362,2022-03-14
Maruti Swift Dzire,Maruti,Swift Dzire,Gurgaon,2013,Petrol,86045,1,Manual,Sedan,Hi-Gurgaon New,False,Delhi West,Delhi,9688,0,351399,https://www.cars24.com/buy-used-maruti-swift-dzire-2013-cars-gurgaon-10173370777,2022-11-23
Honda City,Honda,City,Mumbai,2012,Petrol,56589,1,Automatic,Sedan,Hi-Andheri East,False,Mumbai,Maharashtra,13898,-900,439699,https://www.cars24.com/buy-used-honda-city-2012-cars-mumbai-10362696705,2022-11-12
Maruti Baleno,Maruti,Baleno,Mumbai,2016,Petrol + Cng,52152,1,Manual,Hatchback,Hi-Thane West - Manpada,False,Badlapur,Maharashtra,13898,33300,530099,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-mumbai-10350697761,2022-11-22
Datsun Redi Go,Datsun,Redi Go,Kochi,2017,Petrol,53343,1,Manual,Hatchback,Kochi-Pns,True,Kolllam,Kerala,12542,15900,249599,https://www.cars24.com/buy-used-datsun-redi-go-2017-cars-kochi-1307577262,2021-12-22
Mahindra Thar,Mahindra,Thar,Gurgaon,2022,Petrol,3861,1,,,Hero Honda Chowk,False,Bhiwani,Haryana,9688,127400,1643999,https://www.cars24.com/buy-used-mahindra-thar-2022-cars-gurgaon-10184597766,2022-11-01
Tata Harrier,Tata,Harrier,Mumbai,2019,Diesel,49651,1,Manual,SUV,Mumbai-Pns,False,Mumbai,Maharashtra,9688,199800,1434399,https://www.cars24.com/buy-used-tata-harrier-2019-cars-mumbai-10322590714,2022-08-25
Hyundai Grand i10,Hyundai,Grand I10,Ahmedabad,2017,Petrol + Cng,91985,2,Automatic,Hatchback,Hi-West-Amd,False,Ahmedabad,Gujarat,13898,27800,530599,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-ahmedabad-11405992744,2022-09-15
Renault TRIBER,Renault,Triber,Bangalore,2019,Petrol,22123,1,Manual,SUV,Hi-South 4 Bengaluru,False,Electronic City,Karnataka,12542,5000,710399,https://www.cars24.com/buy-used-renault-triber-2019-cars-bangalore-10253171773,2022-11-09
Honda Amaze,Honda,Amaze,Noida,2019,Petrol,72470,1,Manual,Sedan,Hi-Multan Nagar,False,Ghaziabad,Uttar Pradesh,13898,-100,605799,https://www.cars24.com/buy-used-honda-amaze-2019-cars-noida-11253197708,2022-10-12
Mahindra XUV500,Mahindra,Xuv500,Bangalore,2015,Diesel,77205,1,Manual,SUV,Hi-North 2 Bengaluru,False,Bengaluru,Karnataka,9688,-10200,1086399,https://www.cars24.com/buy-used-mahindra-xuv500-2015-cars-bangalore-10250396748,2022-10-15
Maruti Dzire,Maruti,Dzire,Pune,2018,Petrol,52965,2,Manual,Sedan,Hi-Panvel,False,Panvel,Maharashtra,9688,41700,562299,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-pune-1032722363,2022-04-18
Hyundai i10,Hyundai,I10,Pune,2011,Petrol,36431,1,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,9688,0,277399,https://www.cars24.com/buy-used-hyundai-i10-2011-cars-pune-10694178718,2022-11-22
Hyundai Elite i20,Hyundai,Elite I20,Indore,2019,Petrol,23562,1,Manual,Hatchback,Hi-Bhopal,False,Bhopal,Madhya Pradesh,9688,16900,634999,https://www.cars24.com/buy-used-hyundai-elite-i20-2019-cars-indore-14610994784,2022-07-20
BMW X3,Bmw,X3,New Delhi,2013,Diesel,71410,2,Automatic,Luxury Sedan,Noida Sector-49,True,Gurgaon,Haryana,19407,99800,1024499,https://www.cars24.com/buy-used-bmw-x3-2013-cars-new-delhi-1056839842,2021-04-07
Hyundai GRAND I10 NIOS,Hyundai,Grand I10 Nios,Rajkot,2020,Petrol,31745,1,Manual,Hatchback,Hi-Vision2020 - Rajkot,False,Rajkot,Gujarat,9688,-14800,680799,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2020-cars-rajkot-15030491706,2022-10-08
Renault Kwid,Renault,Kwid,Mumbai,2020,Petrol,8430,1,Automatic,Hatchback,Hi-Panvel,False,Kharghar,Maharashtra,12542,0,527199,https://www.cars24.com/buy-used-renault-kwid-2020-cars-mumbai-10377977773,2022-11-16
Jeep Compass,Jeep,Compass,Ahmedabad,2017,Diesel,149075,1,Manual,Luxury SUV,Surat-Pns,True,Surat,Gujarat,19407,92000,918199,https://www.cars24.com/buy-used-jeep-compass-2017-cars-ahmedabad-1358479802,2021-08-20
Tata Tiago,Tata,Tiago,Bangalore,2018,Petrol,60745,1,Manual,Hatchback,Bengaluru-Pns,False,Bengaluru,Karnataka,13898,30000,458899,https://www.cars24.com/buy-used-tata-tiago-2018-cars-bangalore-10242093706,2022-09-25
Honda Brio,Honda,Brio,Gurgaon,2012,Petrol,62885,1,Manual,Hatchback,Hi-Raj Nagar Ghaziabad,False,Ghaziabad,Uttar Pradesh,13898,-9000,286599,https://www.cars24.com/buy-used-honda-brio-2012-cars-gurgaon-11229673798,2022-11-12
Maruti Vitara Brezza,Maruti,Vitara Brezza,Gurgaon,2019,Diesel,51808,1,Manual,SUV,Hi-Gurgaon New,False,Gurgaon,Haryana,9688,-31900,870199,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-gurgaon-10134773777,2022-11-16
Honda Amaze,Honda,Amaze,Noida,2014,Petrol,49946,1,Manual,Sedan,Hi-North Delhi,False,Delhi,Delhi,9688,8600,398299,https://www.cars24.com/buy-used-honda-amaze-2014-cars-noida-10087099721,2022-09-03
Ford Ecosport,Ford,Ecosport,Bangalore,2016,Petrol,51943,2,Automatic,SUV,Hi-North 1 Bengaluru,False,Bangalore Central,Karnataka,13898,18900,712999,https://www.cars24.com/buy-used-ford-ecosport-2016-cars-bangalore-10224475799,2022-10-25
Hyundai AURA,Hyundai,Aura,Ludhiana,2020,Petrol + Cng,52046,1,Manual,Sedan,Hi-Sbs Nagar,False,Ludhiana,Punjab,12188,70200,651599,https://www.cars24.com/buy-used-hyundai-aura-2020-cars-ludhiana-12902797728,2022-09-13
Maruti IGNIS,Maruti,Ignis,Panipat,2018,Petrol,29535,1,Manual,Hatchback,Dwarka Sec-17A,False,Bahadurgarh,Haryana,9688,-13400,495499,https://www.cars24.com/buy-used-maruti-ignis-2018-cars-panipat-10033598700,2022-09-25
Hyundai Eon,Hyundai,Eon,Mumbai,2019,Petrol,53001,1,Manual,Hatchback,Mumbai-Pns,False,Mumbai,Maharashtra,12542,37100,332399,https://www.cars24.com/buy-used-hyundai-eon-2019-cars-mumbai-10365192728,2022-08-23
Ford Ecosport,Ford,Ecosport,Pune,2016,Diesel,59584,1,Manual,SUV,Hi-West Mumbai,False,Mumbai,Maharashtra,9688,60900,613599,https://www.cars24.com/buy-used-ford-ecosport-2016-cars-pune-10336093737,2022-09-19
KIA SONET,Kia,Sonet,Bangalore,2020,Petrol,38471,1,,,Hi-North 3 Bengaluru,False,Bengaluru,Karnataka,12188,28400,951599,https://www.cars24.com/buy-used-kia-sonet-2020-cars-bangalore-10259699762,2022-09-24
Maruti Baleno,Maruti,Baleno,Noida,2017,Petrol,17506,1,,,Indirapuram - Shakti Khand,False,Ghaziabad,Uttar Pradesh,13898,-68900,603599,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-noida-11244773795,2022-10-25
Hyundai Eon,Hyundai,Eon,Lucknow,2018,Petrol,30194,2,Manual,Hatchback,Alambagh,False,Lucknow,Uttar Pradesh,12542,22300,338699,https://www.cars24.com/buy-used-hyundai-eon-2018-cars-lucknow-13259699787,2022-08-20
Hyundai Creta,Hyundai,Creta,Kolkata,2016,Petrol,57240,1,Manual,SUV,Hi-Kolkata,False,Kolkata,West Bengal,9688,23300,692199,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-kolkata-11902392740,2022-09-21
Maruti Alto 800,Maruti,Alto 800,Pune,2014,Petrol,65255,2,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,12542,6900,248999,https://www.cars24.com/buy-used-maruti-alto-800-2014-cars-pune-10692679776,2022-11-10
Maruti Alto K10,Maruti,Alto K10,Mumbai,2015,Petrol,27080,1,Manual,Hatchback,Hi-Panvel,False,Kolhapur,Maharashtra,12542,29200,295199,https://www.cars24.com/buy-used-maruti-alto-k10-2015-cars-mumbai-10312995761,2022-10-18
Maruti Alto K10,Maruti,Alto K10,Chennai,2012,Petrol,90002,2,Manual,Hatchback,Hi-Chennai South,False,Chennai,Tamil Nadu,12542,-2500,228899,https://www.cars24.com/buy-used-maruti-alto-k10-2012-cars-chennai-11367892705,2022-10-01
MG HECTOR,Mg,Hector,Gurgaon,2019,Diesel,52559,2,Manual,SUV,Cyber City,False,Gurgaon,Haryana,19407,213450,1308699,https://www.cars24.com/buy-used-mg-hector-2019-cars-gurgaon-1011702363,2022-05-08
Renault Kwid,Renault,Kwid,Hyderabad,2019,Petrol,11227,1,Manual,Hatchback,Hyderabad-Pns,False,Hyderabad,Telangana,12542,-6250,391899,https://www.cars24.com/buy-used-renault-kwid-2019-cars-hyderabad-10410179779,2022-11-08
Jeep Compass,Jeep,Compass,Mumbai,2017,Diesel,28835,1,Manual,Luxury SUV,Mumbai-Pns,True,Panvel,Maharashtra,19407,99900,1115999,https://www.cars24.com/buy-used-jeep-compass-2017-cars-mumbai-1036197769,2021-12-24
Honda City,Honda,City,Noida,2010,Petrol,50350,1,Manual,Sedan,Hi-Noida,False,Noida,Uttar Pradesh,9688,-19400,329099,https://www.cars24.com/buy-used-honda-city-2010-cars-noida-10574672799,2022-11-03
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,New Delhi,2015,Petrol,60692,2,Manual,Hatchback,Hi-Uttam Nagar Delhi,False,New Delhi,Delhi,9688,21100,284399,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-new-delhi-10000194763,2022-11-17
Hyundai NEW I20,Hyundai,New I20,New Delhi,2021,Petrol,2867,1,,,Hi-Multan Nagar,False,Ghaziabad,Uttar Pradesh,9688,0,756599,https://www.cars24.com/buy-used-hyundai-new-i20-2021-cars-new-delhi-11227771776,2022-10-25
Hyundai Grand i10,Hyundai,Grand I10,New Delhi,2016,Petrol,93624,1,Automatic,Hatchback,Laxmi Nagar,False,Delhi,Delhi,13898,-9900,417899,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-new-delhi-10066090748,2022-10-25
Honda Brio,Honda,Brio,Mumbai,2012,Petrol,34456,2,Manual,Hatchback,Hi-West Mumbai,False,Mumbai,Maharashtra,13898,18100,283699,https://www.cars24.com/buy-used-honda-brio-2012-cars-mumbai-10323898709,2022-10-30
Hyundai Creta,Hyundai,Creta,Mumbai,2016,Diesel,81892,3,Manual,SUV,Hi-West Mumbai,False,Thane,Maharashtra,9688,68300,818599,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-mumbai-10019891760,2022-10-11
Fiat URBAN CROSS,Fiat,Urban Cross,Chennai,2017,Diesel,35680,1,,,Hi-Chennai North,False,Chennai,Tamil Nadu,9688,47300,573499,https://www.cars24.com/buy-used-fiat-urban-cross-2017-cars-chennai-11364291729,2022-08-27
Maruti Baleno,Maruti,Baleno,Chennai,2019,Petrol,14983,2,,,Hi-Chennai,False,Chennai,Tamil Nadu,9688,0,733399,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-chennai-11312878717,2022-11-24
Maruti Swift,Maruti,Swift,Gurgaon,2018,Petrol,40216,2,Manual,Hatchback,Hi-South Gurgaon,False,Rewari,Haryana,9688,11803,499596,https://www.cars24.com/buy-used-maruti-swift-2018-cars-gurgaon-10157192747,2022-10-01
Maruti Baleno,Maruti,Baleno,New Delhi,2019,Petrol,53447,1,Manual,Hatchback,Hi-Multan Nagar,False,New Delhi,Delhi,9688,35400,643599,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-new-delhi-10099272791,2022-10-11
Volkswagen Ameo,Volkswagen,Ameo,Ludhiana,2018,Petrol,28008,1,Manual,Sedan,Hi-Pratap Chowk,False,Ludhiana,Punjab,9688,10400,523799,https://www.cars24.com/buy-used-volkswagen-ameo-2018-cars-ludhiana-12993476793,2022-10-19
Honda Jazz,Honda,Jazz,Pune,2012,Petrol,43507,1,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,9688,5000,349399,https://www.cars24.com/buy-used-honda-jazz-2012-cars-pune-10617477713,2022-11-15
Mahindra XUV500,Mahindra,Xuv500,Noida,2019,Diesel,84264,2,Manual,SUV,Vibhuti Khand - Gomti Nagar,False,Lucknow,Uttar Pradesh,19407,135000,951999,https://www.cars24.com/buy-used-mahindra-xuv500-2019-cars-noida-13224998711,2022-07-03
Maruti Ritz,Maruti,Ritz,Bangalore,2010,Petrol,62417,2,Manual,Hatchback,Hi-East 2 Bengaluru,False,Bengaluru,Karnataka,13898,5000,315299,https://www.cars24.com/buy-used-maruti-ritz-2010-cars-bangalore-10255194783,2022-09-08
Hyundai i10,Hyundai,I10,Kochi,2009,Petrol,87582,1,Manual,Hatchback,Kochi-Pns,True,Trivandrum,Kerala,13898,25000,182699,https://www.cars24.com/buy-used-hyundai-i10-2009-cars-kochi-1303565302,2021-09-18
Hyundai Creta,Hyundai,Creta,Gurgaon,2018,Diesel,39372,1,Automatic,SUV,Hi-South West Delhi,False,Gurgaon,Haryana,19407,10600,1240599,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-gurgaon-10042494704,2022-10-23
Honda WR-V,Honda,Wr-V,Indore,2018,Petrol,70719,1,Manual,SUV,Rajendra Nagar,False,Indore,Madhya Pradesh,13898,59800,661899,https://www.cars24.com/buy-used-honda-wr-v-2018-cars-indore-1287630567,2022-05-14
Renault Kwid,Renault,Kwid,Mumbai,2018,Petrol,31778,1,Manual,Hatchback,Hi-Panvel,False,Kalamboli,Maharashtra,9688,17100,339999,https://www.cars24.com/buy-used-renault-kwid-2018-cars-mumbai-10391894768,2022-10-24
Maruti Baleno,Maruti,Baleno,Pune,2018,Petrol,37150,1,Automatic,Hatchback,Hi-Pune,False,Pune,Maharashtra,9688,62600,682099,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-pune-10694294781,2022-08-29
Maruti Vitara Brezza,Maruti,Vitara Brezza,Indore,2018,Diesel,93556,1,Manual,SUV,Hi-Bhopal,False,Bhopal,Madhya Pradesh,13898,-21200,897999,https://www.cars24.com/buy-used-maruti-vitara-brezza-2018-cars-indore-14623495769,2022-10-20
Tata NEXON,Tata,Nexon,Chennai,2017,Petrol,44624,1,Manual,SUV,Hi-Chennai North,False,Chennai West,Tamil Nadu,13898,7300,718299,https://www.cars24.com/buy-used-tata-nexon-2017-cars-chennai-11325296705,2022-10-05
Ford Ecosport,Ford,Ecosport,New Delhi,2019,Diesel,51884,2,Manual,SUV,Hi-East Delhi,False,New Delhi,Delhi,13898,50100,743199,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-new-delhi-1009212065,2022-06-15
Toyota Etios Liva,Toyota,Etios Liva,Bangalore,2017,Petrol,34475,3,Manual,Hatchback,Hi-North 2 Bengaluru,False,Chickballapur,Karnataka,9688,10200,583899,https://www.cars24.com/buy-used-toyota-etios-liva-2017-cars-bangalore-10295098706,2022-09-26
Honda Jazz,Honda,Jazz,New Delhi,2016,Petrol,62041,1,Automatic,Hatchback,Hi-Multan Nagar,False,New Delhi,Delhi,13898,5000,543099,https://www.cars24.com/buy-used-honda-jazz-2016-cars-new-delhi-10020971778,2022-11-12
Toyota Etios,Toyota,Etios,Bangalore,2015,Petrol,42083,2,Manual,Sedan,Bengaluru-Pns,False,Bengaluru,Karnataka,13898,29400,505799,https://www.cars24.com/buy-used-toyota-etios-2015-cars-bangalore-10202493781,2022-08-04
Ford FREESTYLE,Ford,Freestyle,Kochi,2018,Diesel,27309,3,,,Kochi-Pns,True,Trivandrum,Kerala,13898,54700,616899,https://www.cars24.com/buy-used-ford-freestyle-2018-cars-kochi-1309281769,2021-12-31
Tata Tiago,Tata,Tiago,Surat,2018,Petrol,98452,1,Manual,Hatchback,Hi-Adajan,False,Surat,Gujarat,9688,-10600,451299,https://www.cars24.com/buy-used-tata-tiago-2018-cars-surat-13530197749,2022-11-05
Hyundai GRAND I10 NIOS,Hyundai,Grand I10 Nios,Noida,2021,Petrol,4395,1,Manual,Hatchback,Hi-Gurgaon,False,Noida,Uttar Pradesh,13898,58500,648699,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2021-cars-noida-10158790761,2022-09-25
Hyundai Elite i20,Hyundai,Elite I20,New Delhi,2017,Petrol,18273,1,Manual,Hatchback,New Delhi-Pns,False,New Delhi,Delhi,13898,-24700,693699,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-new-delhi-10088891765,2022-10-05
Hyundai Elite i20,Hyundai,Elite I20,Pune,2015,Petrol,80464,2,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,9688,72800,509599,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-pune-10607976792,2022-10-15
Honda City,Honda,City,New Delhi,2018,Petrol,23627,2,Manual,Sedan,New Delhi-Pns,False,Delhi,Delhi,13898,38100,885999,https://www.cars24.com/buy-used-honda-city-2018-cars-new-delhi-10008572716,2022-11-17
Renault Kwid,Renault,Kwid,Kolkata,2021,Petrol,3863,1,Manual,Hatchback,Hi-South Kolkata,False,Kolkata,West Bengal,9688,41400,425799,https://www.cars24.com/buy-used-renault-kwid-2021-cars-kolkata-11924296729,2022-08-18
Hyundai Eon,Hyundai,Eon,Jaipur,2016,Petrol,38453,1,Manual,Hatchback,Hi-Tonk Road,False,Jaipur,Rajasthan,9688,-7000,293899,https://www.cars24.com/buy-used-hyundai-eon-2016-cars-jaipur-10743575774,2022-11-07
Hyundai Verna,Hyundai,Verna,Kolkata,2018,Petrol,31681,1,Manual,Sedan,Hi-Kolkata,False,Kolkata,West Bengal,9688,23900,670299,https://www.cars24.com/buy-used-hyundai-verna-2018-cars-kolkata-11907695709,2022-09-26
Maruti Alto 800,Maruti,Alto 800,Chandigarh,2018,Petrol,39303,1,Manual,Hatchback,Chandigarh-Pns,False,Chandigarh,Chandigarh,12542,21000,302799,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-chandigarh-11672890753,2022-07-08
Maruti Alto,Maruti,Alto,Lucknow,2021,Petrol,7441,1,Manual,Hatchback,Alambagh,False,Gonda,Uttar Pradesh,9688,60400,362599,https://www.cars24.com/buy-used-maruti-alto-2021-cars-lucknow-1321386767,2022-05-03
Hyundai Elite i20,Hyundai,Elite I20,New Delhi,2016,Petrol,66930,1,Manual,Hatchback,Hi-Ghaziabad,False,Delhi,Delhi,9688,5000,582099,https://www.cars24.com/buy-used-hyundai-elite-i20-2016-cars-new-delhi-11226790726,2022-09-09
Hyundai Verna,Hyundai,Verna,Patna,2021,Petrol,7854,2,Manual,Sedan,Shaguna More,False,Patna,Bihar,12188,68300,1197699,https://www.cars24.com/buy-used-hyundai-verna-2021-cars-patna-14407977777,2022-10-21
Tata Tiago,Tata,Tiago,Nashik,2020,Petrol,9694,1,Manual,Hatchback,Mumbai Naka,False,Nashik,Maharashtra,9688,19100,670299,https://www.cars24.com/buy-used-tata-tiago-2020-cars-nashik-12413096781,2022-08-23
Honda Civic,Honda,Civic,Kolkata,2019,Petrol,9904,1,Automatic,Sedan,Hi-Kolkata,False,Kolkata,West Bengal,9688,48400,1610199,https://www.cars24.com/buy-used-honda-civic-2019-cars-kolkata-11933099769,2022-09-28
Hyundai i10,Hyundai,I10,Kochi,2010,Petrol,60476,2,Manual,Hatchback,Aluva,True,Ernakulam,Kerala,13898,36000,193099,https://www.cars24.com/buy-used-hyundai-i10-2010-cars-kochi-1305903743,2021-07-15
Nissan MAGNITE,Nissan,Magnite,New Delhi,2021,Petrol,10915,1,,,Hi-South Delhi,False,Delhi,Delhi,9688,96000,865599,https://www.cars24.com/buy-used-nissan-magnite-2021-cars-new-delhi-10038891782,2022-08-20
Tata NEXON,Tata,Nexon,Hyderabad,2021,Petrol,14460,1,Manual,SUV,Hi-East 2 Hyd,False,Hyderabad,Telangana,9688,85700,1026999,https://www.cars24.com/buy-used-tata-nexon-2021-cars-hyderabad-10409396743,2022-08-30
Hyundai Xcent,Hyundai,Xcent,Kolkata,2014,Petrol,91259,1,Manual,Sedan,Hi-Kolkata,False,Kolkata,West Bengal,9688,-5000,342699,https://www.cars24.com/buy-used-hyundai-xcent-2014-cars-kolkata-11904570792,2022-10-21
Hyundai Grand i10,Hyundai,Grand I10,Hyderabad,2018,Petrol,24209,1,Manual,Hatchback,Hyderabad-Pns,False,Hyderabad,Telangana,13898,35450,525049,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-hyderabad-10418490762,2022-09-24
Maruti Swift,Maruti,Swift,Kochi,2017,Petrol,21134,1,Manual,Hatchback,Hi-Kochi South,False,Mattanchery,Kerala,9688,0,552599,https://www.cars24.com/buy-used-maruti-swift-2017-cars-kochi-13091373777,2022-10-31
KIA SELTOS,Kia,Seltos,Pune,2020,Diesel,19291,1,Manual,SUV,Hi-Pune,False,Pune,Maharashtra,13898,55400,1385399,https://www.cars24.com/buy-used-kia-seltos-2020-cars-pune-10683797713,2022-06-19
Maruti IGNIS,Maruti,Ignis,Mumbai,2017,Diesel,62020,1,Manual,Hatchback,Hi-Panvel,False,Panvel,Maharashtra,12188,27650,534849,https://www.cars24.com/buy-used-maruti-ignis-2017-cars-mumbai-10317770795,2022-10-29
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Noida,2011,Petrol,37831,2,Manual,Hatchback,Hi-Noida,False,Delhi,Delhi,12542,26800,222499,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2011-cars-noida-10583675790,2022-11-05
Maruti Swift Dzire,Maruti,Swift Dzire,Mumbai,2012,Petrol,87730,1,Manual,Sedan,Hi-Worli,False,Mumbai,Maharashtra,13898,7800,386899,https://www.cars24.com/buy-used-maruti-swift-dzire-2012-cars-mumbai-10352798705,2022-11-07
Tata TIGOR,Tata,Tigor,Mumbai,2021,Petrol,1313,1,Manual,Sedan,Hi-Thane West - Manpada,False,Mumbai West,Maharashtra,9688,17500,651699,https://www.cars24.com/buy-used-tata-tigor-2021-cars-mumbai-10310075797,2022-10-27
Renault Kwid,Renault,Kwid,New Delhi,2018,Petrol,35949,1,Manual,Hatchback,Hi-Multan Nagar,False,Meerut,Uttar Pradesh,12542,5000,320499,https://www.cars24.com/buy-used-renault-kwid-2018-cars-new-delhi-11252897782,2022-10-03
Maruti Swift,Maruti,Swift,Hyderabad,2020,Petrol,64036,1,Automatic,Hatchback,Hi-West Hyd,False,Nellore,Andhra Pradesh,9688,41100,755699,https://www.cars24.com/buy-used-maruti-swift-2020-cars-hyderabad-10408594730,2022-08-13
Maruti Vitara Brezza,Maruti,Vitara Brezza,Lucknow,2021,Petrol,41189,1,Manual,SUV,Lucknow-Pns,False,Lucknow,Uttar Pradesh,12542,28400,922099,https://www.cars24.com/buy-used-maruti-vitara-brezza-2021-cars-lucknow-13233998728,2022-09-06
Hyundai Xcent,Hyundai,Xcent,Mumbai,2014,Petrol,49645,2,Manual,Sedan,Hi-Andheri East,False,Mumbai West,Maharashtra,9688,20800,379299,https://www.cars24.com/buy-used-hyundai-xcent-2014-cars-mumbai-10351075792,2022-10-23
Maruti Baleno,Maruti,Baleno,Mumbai,2019,Petrol,34171,2,Manual,Hatchback,Mumbai-Pns,False,Mumbai Atc,Maharashtra,13898,34400,607399,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-mumbai-1036694360,2022-04-27
Maruti Alto K10,Maruti,Alto K10,Pune,2012,Petrol,34402,3,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,12542,6200,214599,https://www.cars24.com/buy-used-maruti-alto-k10-2012-cars-pune-10634291700,2022-10-23
Hyundai Elite i20,Hyundai,Elite I20,Ghaziabad,2015,Petrol,18892,1,Manual,Hatchback,Hi-Ghaziabad,False,Delhi,Delhi,9688,10900,583799,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-ghaziabad-11256473796,2022-11-22
Maruti Alto K10,Maruti,Alto K10,Patna,2017,Petrol,16131,1,Manual,Hatchback,Hi-Central Patna,False,Patna,Bihar,12542,28300,344199,https://www.cars24.com/buy-used-maruti-alto-k10-2017-cars-patna-14483493726,2022-08-20
